seqs,preds,method,Method Type
"['Glc', 'b1-2', 'Xyl', 'b1-3', '1-2', 'b1-4', 'Gal', '1-1', '1-1', '1-1', '1-1']",1.5302344e-07,Mutated-Random,Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', '1dAlt-ol', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",2.3401554e-07,Mutated-Random,Random
"['Glc', 'b1-2', 'Xyl', 'b1-3', 'Glc', 'b1-4', 'Gal', '1-1', '2,5-Anhydro-Man', '1-1', '1-1']",3.4369411e-06,Mutated-Random,Random
"['GalA', 'a1-4', '1-1', 'a1-5', 'Kdo', 'a2-4', 'Man', 'a1-5', 'Kdo', '1-1', '1-1']",4.2410814e-11,Mutated-Random,Random
"['Galf', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-6', '1-1', '1-1', '1-1']",1.9667812e-07,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', '1dAlt-ol', 'GlcA', '1-1', '1-1']",8.3973526e-07,Mutated-Random,Random
"['1-4', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00032069767,Mutated-Random,Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', 'Man', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",6.4177826e-08,Mutated-Random,Random
"['GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', '1-6', 'Man', 'a1-6', 'Xyl', 'b1-2', 'Man']",1.8284025e-08,Mutated-Random,Random
"['GlcA', 'b1-2', 'Rha', 'a1-2', '1-4', 'a1-2', 'Rha-ol', '1-1', '1-1', '1-1', '1-1']",3.8725108e-07,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', '2,5-Anhydro-Man']",2.1547007e-06,Mutated-Random,Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1']",2.8237182e-05,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', '1dAlt-ol', 'b1-4', 'GlcNAcOAc']",7.1043553e-12,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc', '1-1', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1']",3.9270268e-10,Mutated-Random,Random
"['Glc', '2,5-Anhydro-Man-ol', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",1.41851895e-11,Mutated-Random,Random
"['Gal', 'a1-4', 'Gal', 'b1-4', '2,5-Anhydro-Man-ol', 'a1-2', 'Glc', 'b1-6', 'GlcNAc', 'a1-2', 'Glc']",6.811452e-09,Mutated-Random,Random
"['GalNAc', 'b1-4', 'NeuNAc', 'a2-3', '2,5-Anhydro-Man', 'b1-4', 'GlcNAc', 'b1-6', 'Fuc', 'a1-2', 'GalNAc']",1.1959685e-10,Mutated-Random,Random
"['Fuc', 'a1-3', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1', '1dAlt-ol', '1-1', '1-1', '1-1']",1.494729e-09,Mutated-Random,Random
"['Kdo', 'a2-6', 'GlcN', 'a1-4', '1dAlt-ol', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'GalA']",1.14644935e-14,Mutated-Random,Random
"['Gal', '1dEry-ol', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'a1-3', 'Gal']",7.1171467e-12,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'a1-4', 'DDManHep', 'a1-6', 'Glc', '2,5-Anhydro-Man', 'LDManHep']",1.0992693e-09,Mutated-Random,Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",4.7042988e-05,Mutated-Random,Random
"['Glc', 'b1-2', 'GalNAc', 'a1-3', '1-2', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",1.6217808e-11,Mutated-Random,Random
"['Fuc', 'a1-3', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1', '1-1', '1-3', '1-1', '1-1']",2.3867215e-09,Mutated-Random,Random
"['Galf', 'b1-5', 'Glc', 'b1-6', '1dEry-ol', 'b1-5', 'Galf', '1-1', '1-1', '1-1', '1-1']",6.38886e-10,Mutated-Random,Random
"['GlcNAc', 'a1-2', 'Rha', 'a1-2', 'Rha', '1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",1.466504e-10,Mutated-Random,Random
"['Glc', '1-6', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.697062e-05,Mutated-Random,Random
"['2,5-Anhydro-Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', 'Xyl', 'b1-2', 'Man', '1-1', '1-1']",3.640352e-08,Mutated-Random,Random
"['Glc', 'a1-3', 'LDManHep', 'a1-7', '1dAlt-ol', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",1.0573167e-12,Mutated-Random,Random
"['1dAlt-ol', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",2.5656874e-07,Mutated-Random,Random
"['Glc', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1dEry-ol', '1-1', '1-1', '1-1', '1-1']",1.1655382e-06,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-2', '1-1', '1-1', '1-1', '1-1']",0.0010101274,Mutated-Random,Random
"['D-Araf', 'b1-3', '1dEry-ol', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00012761958,Mutated-Random,Random
"['Galf', 'b1-5', 'Glc', '1dAlt-ol', 'Galf', 'b1-5', 'Galf', '1-1', '1-1', '1-1', '1-1']",1.1093045e-08,Mutated-Random,Random
"['Rha', 'a1-2', 'Ara', 'a1-2', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.312809e-09,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Xyl', 'a1-6', 'Glc', 'b1-4', '1dEry-ol']",2.8304306e-12,Mutated-Random,Random
"['Rha', 'a1-3', 'RhaOAc', 'a1-6', 'Gal', '1-1', '1dEry-ol', '1-1', '1-1', '1-1', '1-1']",7.401565e-10,Mutated-Random,Random
"['GlcOPGro', 'b1-4', 'Glc', 'a1-6', 'GalOAc', 'a1-3', 'FucNAc', '1dAlt-ol', 'GlcNAc', 'b1-3', 'GlcOPGro']",3.2897537e-12,Mutated-Random,Random
"['Galf', 'b1-5', 'Glc', 'b1-6', 'Galf', 'b1-5', 'Galf', '1-1', '1-1', '1-1', '1-5']",1.120203e-09,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', '1-6', 'GlcNAc', 'b1-4', 'Man', 'a1-3', 'GlcNAc']",8.753499e-12,Mutated-Random,Random
"['NeuNGc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Man', '1-3', 'Man']",3.2490837e-13,Mutated-Random,Random
"['ManOMe', 'a1-2', 'Man', 'a1-2', 'Man', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1']",3.025037e-07,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', '1-6', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.384529e-07,Mutated-Random,Random
"['Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '2,5-Anhydro-Man']",2.6762316e-07,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', '2,5-Anhydro-Man-ol', 'DDManHep', 'a1-6', 'Glc', 'b1-4', 'LDManHep']",9.328804e-10,Mutated-Random,Random
"['GalALys', '1-2', 'GalNAc', 'b1-4', 'GlcA', 'b1-3', 'GalNAc', 'b1-2', 'GalALys', '1-1', '1-1']",1.5373595e-09,Mutated-Random,Random
"['QuiNAc', 'b1-3', 'FucOAc', '2,5-Anhydro-Man-ol', 'Gal', 'b1-3', 'GalNAc', 'a1-4', 'QuiNAc', 'b1-3', 'FucOAc']",3.847102e-12,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', '1-1', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.0673815e-07,Mutated-Random,Random
"['GalOS', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', 'Gal', '1-1', 'GlcNAc']",2.9876568e-09,Mutated-Random,Random
"['DDManHep', 'a1-3', 'Fuc', 'a1-3', 'GlcNAc', 'b1-2', 'Glc', 'a1-4', '1-6', 'b1-7', 'DDManHep']",1.3681706e-10,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'a1-3', 'Gal', 'b1-4', 'Glc', '1dEry-ol', '1-1', '1-1', '1-1']",7.092649e-13,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', 'GlcA', '1-6', '1-1']",1.6292955e-07,Mutated-Random,Random
"['GlcOPGro', 'b1-4', 'Glc', 'a1-6', 'GalOAc', 'a1-3', '1dEry-ol', 'a1-3', 'GlcNAc', 'b1-3', 'GlcOPGro']",1.06684525e-13,Mutated-Random,Random
"['Xyl', 'b1-4', 'Rha', 'a1-2', 'Rha', '1-2', 'QuiOMe', '1-1', '1-1', '1-1', '1-1']",2.519907e-09,Mutated-Random,Random
"['Kdo', '1-5', 'Gal', 'a1-5', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.3033021e-10,Mutated-Random,Random
"['Glc', 'b1-3', 'Glc', 'b1-2', '1dAlt-ol', 'a1-4', 'Glc', '1-1', '1-1', '1-1', '1-1']",1.1386628e-05,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', 'a1-3', 'GlcOMe', '1-3', '1-1', '1-1', '1-1', '1-1', '1-1']",3.4939563e-07,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-2', 'Gal', 'a1-3', 'D-FucNAc', '1-6', 'Rha']",3.5637754e-12,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', '1dEry-ol', 'b1-2', 'Man', 'a1-6', 'Fuc', 'a1-3', 'Gal']",3.4958615e-14,Mutated-Random,Random
"['1-2', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc']",5.123444e-11,Mutated-Random,Random
"['NeuNAc', '2,5-Anhydro-Man-ol', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAcOAc']",3.2624847e-11,Mutated-Random,Random
"['DDManHep', 'a1-3', 'Fuc', 'a1-3', '1-5', 'b1-2', 'Glc', 'a1-4', 'Gal', 'b1-7', 'DDManHep']",7.383891e-11,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', '1-1', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1']",1.5186185e-12,Mutated-Random,Random
"['FucNFo', 'a1-4', 'GalA', 'a1-4', 'GalNAc', 'a1-4', 'GalNAc', 'a1-3', 'GalNAc', '2,5-Anhydro-Man', 'GalA']",5.0996856e-11,Mutated-Random,Random
"['1-5', 'a1-3', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.5807909e-07,Mutated-Random,Random
"['GalNAc', 'b1-4', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', '1-4', 'Fuc', 'a1-2', 'GalNAc']",5.1360093e-11,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '2,5-Anhydro-Man-ol']",7.9120395e-07,Mutated-Random,Random
"['Glc', 'b1-4', 'Rha', 'a1-2', '1-3', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",4.0602677e-05,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', '1-1']",5.234732e-10,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', 'b1-3', 'RhaOBut', 'a1-4', '1-6', 'a1-4', 'D-Fuc', 'b1-2', 'Rha']",3.9893408e-10,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', '1dEry-ol', 'a1-3', 'Gal']",7.269777e-14,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', 'b1-3', 'RhaOBut', 'a1-4', 'Rha', 'a1-4', 'D-Fuc', '1-2', 'Rha']",1.690801e-10,Mutated-Random,Random
"['Rha', '1-1', 'Ara', 'a1-2', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.4208453e-10,Mutated-Random,Random
"['Glc', 'b1-2', 'GalNAc', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', '1-6']",3.5108543e-09,Mutated-Random,Random
"['Gal', 'b1-4', '1-5', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'GlcNAc']",1.2346818e-08,Mutated-Random,Random
"['GalNAc', 'b1-4', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', '1-3', 'b1-6', 'Fuc', 'a1-2', 'GalNAc']",1.344205e-12,Mutated-Random,Random
"['GalfOAc', 'b1-4', 'GlcA', '2,5-Anhydro-Man', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00013102085,Mutated-Random,Random
"['Glc', 'a1-3', '1-4', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.1907565e-06,Mutated-Random,Random
"['1-4', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.11312524e-07,Mutated-Random,Random
"['Galf', 'b1-5', 'Galf', 'b1-6', '1-2', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.3026688e-08,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-6', '1-3', 'a1-2', 'Man', 'a1-3', 'Man']",2.6167115e-09,Mutated-Random,Random
"['Rha', '1dAlt-ol', 'RhaOAc', 'a1-6', 'Gal', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",9.203009e-10,Mutated-Random,Random
"['LDManHep', 'a1-2', 'DDManHep', 'a1-2', 'GalA', 'a1-3', '2,5-Anhydro-Man', 'a1-7', 'LDManHep', 'a1-3', 'Glc']",8.911212e-13,Mutated-Random,Random
"['Rha', 'a1-3', 'L-Xyl', 'b1-2', '1-1', 'b1-4', 'Rha', 'a1-2', 'Rha', '1-1', '1-1']",6.2023595e-09,Mutated-Random,Random
"['2,5-Anhydro-Man-ol', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man']",2.346581e-08,Mutated-Random,Random
"['Gal', '2,5-Anhydro-Man-ol', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'GlcNAc']",6.4344763e-10,Mutated-Random,Random
"['Xyl', 'b1-4', 'Rha', 'a1-2', 'Rha', 'a1-3', 'QuiOMe', '1-1', '1-1', '1-2', '1-1']",4.132842e-09,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', '1-6', 'Gal', 'a1-4', 'DDManHep', 'a1-6', 'Glc', 'b1-4', 'LDManHep']",5.3638906e-11,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', '2,5-Anhydro-Man-ol', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'GlcNAc']",1.2351258e-08,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man', '1-1', 'GlcNAc']",8.322826e-11,Mutated-Random,Random
"['Glc', 'b1-3', 'Gal', 'b1-6', 'Fuc', 'a1-2', 'Man', '1-4', 'Glc', '1-1', '1-1']",5.4619295e-11,Mutated-Random,Random
"['ManOMe', 'a1-2', '1-4', 'a1-2', 'Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.7739336e-05,Mutated-Random,Random
"['Man', 'a1-3', 'Man', '1dAlt-ol', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",1.5498857e-07,Mutated-Random,Random
"['Glc', 'a1-6', 'Rha', '1-6', 'Glc', 'b1-3', 'Glc', 'a1-4', 'GalOMeNAla', '1-1', '1-1']",7.765478e-11,Mutated-Random,Random
"['Kdo', '1dAlt-ol', 'GlcN', 'a1-4', 'GalA', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'GalA']",1.9094568e-10,Mutated-Random,Random
"['QuiNAc', '1-2', 'FucOAc', 'a1-4', 'Gal', 'b1-3', 'GalNAc', 'a1-4', 'QuiNAc', 'b1-3', 'FucOAc']",9.268978e-13,Mutated-Random,Random
"['Tyv', 'a1-3', 'Man', 'b1-4', 'Rha', '1-5', 'Glc', 'a1-4', 'Gal', 'a1-6', 'Man']",1.4230101e-11,Mutated-Random,Random
"['Man', 'a1-2', 'Man', '1-6', 'Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",7.694543e-06,Mutated-Random,Random
"['Tyv', 'a1-3', 'Man', 'b1-4', 'Rha', 'a1-3', 'Glc', '1dEry-ol', 'Gal', 'a1-6', 'Man']",1.783423e-09,Mutated-Random,Random
"['GalOS', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', '1-6', 'b1-4', 'GlcNAc']",7.072725e-08,Mutated-Random,Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', '1dAlt-ol', 'QuiNAlaBut', '1-1', '1-1']",3.6329396e-07,Mutated-Random,Random
"['LDManHep', 'a1-2', 'DDManHep', 'a1-2', 'GalA', 'a1-3', 'LDManHep', 'a1-7', '1dEry-ol', 'a1-3', 'Glc']",1.6827699e-11,Mutated-Random,Random
"['Gal', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', '1-3', 'a1-3', 'Gal', 'a1-3', 'Gal']",2.4046414e-12,Mutated-Random,Random
"['Glc', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', '1-4', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",2.512762e-12,Mutated-Random,Random
"['Man', '1dAlt-ol', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1-1']",5.58997e-07,Mutated-Random,Random
"['1-1', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc']",2.9264406e-12,Mutated-Random,Random
"['GlcA', 'b1-2', 'Rha', 'a1-2', '2,5-Anhydro-Man', 'a1-2', 'Rha-ol', '1-1', '1-1', '1-1', '1-1']",1.9446238e-06,Mutated-Random,Random
"['Gal', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', '1-6', 'a1-3', 'Gal', 'a1-3', 'Gal']",2.7287374e-12,Mutated-Random,Random
"['Gal', '1-4', 'Gal', 'b1-4', 'Glc', 'a1-2', 'Glc', 'b1-6', 'GlcNAc', 'a1-2', 'Glc']",1.3524567e-09,Mutated-Random,Random
"['GlcNAc', 'a1-2', 'Rha', 'a1-2', 'Rha', '1-5', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",2.0938197e-11,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', '1-1', 'Fuc', 'a1-2', 'GlcA', '1-1', '1-1']",6.8180105e-07,Mutated-Random,Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-5', '1-1']",3.2193228e-05,Mutated-Random,Random
"['Glc', 'b1-3', 'Glc', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-1', '1-5', '1-1']",1.1983067e-07,Mutated-Random,Random
"['Rha', 'a1-3', 'L-Xyl', '1-6', 'Rha', 'b1-4', 'Rha', 'a1-2', 'Rha', '1-1', '1-1']",3.0102183e-09,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '2,5-Anhydro-Man', '1-1']",2.2277704e-09,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-6', '1-1']",2.6536167e-09,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', '2,5-Anhydro-Man', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1']",2.6297218e-07,Mutated-Random,Random
"['Rha', 'a1-3', 'Rha', 'a1-2', 'Rha', 'b1-2', 'Rha', '1-1', '1-1', '1dEry-ol', '1-1']",1.1697225e-08,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', 'a1-3', '1dAlt-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",2.3263643e-05,Mutated-Random,Random
"['Glc', 'b1-2', 'GalNAc', 'a1-3', 'Man', '1-1', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",5.9440994e-11,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAcOS', 'b1-2', 'Man', '1-5', 'NeuNAc', 'a2-6', 'Gal']",1.0689423e-15,Mutated-Random,Random
"['ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcNAc', '1dEry-ol', 'ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcN']",2.0956365e-11,Mutated-Random,Random
"['GlcNAc', '1-3', 'Rha', 'a1-2', 'Rha', 'a1-3', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",1.1122551e-07,Mutated-Random,Random
"['GlcOPGro', '1-5', 'Glc', 'a1-6', 'GalOAc', 'a1-3', 'FucNAc', 'a1-3', 'GlcNAc', 'b1-3', 'GlcOPGro']",8.013837e-14,Mutated-Random,Random
"['GalfOAc', '1dAlt-ol', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",5.080334e-05,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', '1-1', 'Man', 'a1-6', 'GlcNAc']",3.397547e-09,Mutated-Random,Random
"['GlcOPGro', 'b1-4', 'Glc', 'a1-6', 'GalOAc', 'a1-3', '2,5-Anhydro-Man', 'a1-3', 'GlcNAc', 'b1-3', 'GlcOPGro']",1.8118666e-13,Mutated-Random,Random
"['Gal', 'a1-6', 'Glc', 'b1-3', 'GalOPEtnN', 'a1-4', 'LDManHep', 'a1-2', 'GalA', 'a1-3', '1-5']",2.9642115e-09,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1']",1.8219268e-06,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', 'b1-3', 'RhaOBut', 'a1-4', 'Rha', 'a1-4', '1-5', 'b1-2', 'Rha']",6.828544e-11,Mutated-Random,Random
"['Rha', 'a1-3', 'Rha', 'a1-2', 'Rha', 'b1-2', 'Rha', '1-1', '1-1', '1-1', '1dEry-ol']",2.4840574e-08,Mutated-Random,Random
"['1-2', 'a1-2', 'Rha', 'a1-2', 'Rha', 'a1-3', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",7.904505e-08,Mutated-Random,Random
"['Man', 'a1-2', 'Man', 'a1-6', 'Man', 'a1-3', '1-6', 'a1-6', 'Man', 'a1-2', 'Man']",5.8332733e-07,Mutated-Random,Random
"['NeuNGc', 'a2-3', 'Gal', '2,5-Anhydro-Man-ol', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Man', 'a1-3', 'Man']",7.4331903e-13,Mutated-Random,Random
"['Man', 'a1-3', 'Man', '2,5-Anhydro-Man', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-3', 'Man']",7.2283157e-09,Mutated-Random,Random
"['GalALys', 'a1-3', 'GalNAc', 'b1-4', 'GlcA', 'b1-3', 'GalNAc', '1-2', 'GalALys', '1-1', '1-1']",9.929999e-11,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-3']",2.401949e-09,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man', '1dAlt-ol', 'GlcNAc']",8.081254e-11,Mutated-Random,Random
"['2,5-Anhydro-Man', 'b2-3', 'Gal', 'a1-5', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",8.833699e-11,Mutated-Random,Random
"['Fuc', 'a1-2', '2,5-Anhydro-Man-ol', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc']",2.9252343e-08,Mutated-Random,Random
"['Glc', 'a1-3', 'LDManHep', '2,5-Anhydro-Man', 'LDManHep', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",9.739645e-12,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', '2,5-Anhydro-Man-ol', 'Man', 'a1-2', 'Man']",1.788849e-07,Mutated-Random,Random
"['Fuc', 'a1-2', '1-3', 'b1-4', 'GlcNAc', 'b1-6', 'NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc']",1.2648909e-11,Mutated-Random,Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-4', '1-1', '1-1', '1-1']",6.988657e-06,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-2', 'Man', 'a1-2', '1dAlt-ol', 'a1-2', 'Man', 'a1-2', 'Man']",1.254428e-08,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', '1-2', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",3.7015138e-07,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-4', 'Glc', '1-4', '1-1', '1-1', '1-1', '1-1', '1-1']",7.340071e-08,Mutated-Random,Random
